,label,message
1024,0,pattern recent crap weekend
1025,0,sore throat scratch talk
1026,0,ye da plm ur offic
1027,0,around still asleep v
1028,0,lol forgot eh ye bring babe
1029,0,good find way
1030,0,use foreign stamp countri good lectur
1031,0,yup bath liao
1032,0,happi new year 1 man
1033,0,oh mr sheffield wan na play game okay boss nanni give rais give one
1034,0,zoe hit 2 im fuck shitin il defo tri hardest 2 cum 2morow luv u million lekdog
1035,0,hello babi get back mom set comput fill belli goe loverboy miss alreadi sigh
1036,0,blanket suffici thx
1037,0,naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt
1038,0,edison rightli said fool ask question wise man answer know us speechless viva gm
1039,0,talk that de wont
1040,0,today go colleg abl atten class
1041,0,class holla later
1043,0,mmm that better got roast iåõd b better drink 2 good indian
1044,1,know someon know fanci call 09058097218 find pobox 6 ls15hb 150p
1045,0,come round
1046,0,1 thing chang sentenc want 2 concentr educ career im leav
1047,1,1000 flirt txt girl bloke ur name age eg girl zoe 18 8007 join get chat
1048,0,walk hour 2 c u doesnåõt show care wont u believ im seriou
1049,1,18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222
1050,0,avail soire june 3rd
1051,0,u noe wat time e place dat sell 4d close
1052,0,got anoth job one hospit data analysi someth start monday sure thesi got finish
1053,0,jay get realli impati belliger
1054,0,hiya comin 2 bristol 1 st week april le got rudi new yr eve snore drunk u bak colleg yet work send ink 2 bath
1055,0,work pleas call
1056,0,u drive lor
1057,0,ard 515 like dat
1058,0,tell femal v throw decid get
1059,1,eastend tv quiz flower dot compar violet e tulip f lili txt e f 84025 4 chanc 2 win å 100 cash wkent 150p16
1060,0,work technic support voic process network field
1061,0,might come kerala 2 day prepar take leav finalis dont plan travel visit need finish urgent work
1062,0,ok sure time tho sure get librari class tri see point good eve
1063,1,new local date area lot new peopl regist area repli date start 18 www flirtparti us replys150
1064,0,fine bitch later
1065,0,mum went 2 dentist
1066,0,free call sir wait
1067,0,meet u work tel shall work tomorrow
1068,1,someon u know ask date servic 2 contact cant guess call 09058091854 reveal po box385 m6 6wu
1069,0,ju finish bath
1070,0,alright make sure car back tonight
1071,1,urgent tri contact u today draw show å 800 prize guarante call 09050003091 land line claim c52 valid12hr
1072,1,dear u invit xchat final attempt contact u txt chat 86688
1073,0,lul im gettin juici gossip hospit two nurs talk fat gettin one think she obes oyea
1074,0,aight ill get fb coupl minut
1075,0,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz
1076,0,download clear movi dvd copi
1077,0,yep pretti sculptur
1078,0,convey regard
1079,0,watch surya movi 6 pm vijay movi pokkiri
1080,0,tell happen dont behav like ok need say
1081,0,u get pic msg phone
1082,0,send someon els
1083,0,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem
1084,0,love start attract feel need everi time around first thing come thought would start day end everi time dream love everi breath name life happen around life name would cri give happi take sorrow readi fight anyon love craziest thing love proov anyon girl beauti ladi whole planet alway sing prais love start make chicken curri end maki sambar life beauti get everi morn thank god day would like say lot tell later
1085,0,fr ndship like needl clock though v r clock v r nt abl 2 met evn v meet itz 4few second bt v alwi stay conect gud 9t
1086,0,think spatula hand
1087,0,never noth
1088,1,award sipix digit camera call 09061221061 landlin deliveri within 28day cs box177 m221bp 2yr warranti 150ppm 16 p på 3 99
1089,0,goodmorn today late lt decim gt min
1090,1,win urgent mobil number award å 2000 prize guarante call 09061790121 land line claim 3030 valid 12hr 150ppm
1091,0,pleas da call mistak side sorri da pl da goto doctor
1092,0,r meet
1093,0,well weather cali great complex great need car move freeli tax outrag great place sad part miss home
1094,0,reach home tire come tomorro
1095,0,ryder unsold gibb
1096,1,dear subscrib ur draw 4 å 100 gift voucher b enter receipt correct an elvi presley birthday txt answer 80062
1097,0,fret buy ovul test strip send wont get til like march send postal address u alright okay
1098,0,gift tri get throw cliff someth
1099,0,ne thing interest good birthday u wrking nxt start uni today
1100,0,busi come point figur tomorrow
1101,0,yeah go bore depress sittin waitin phone ring hope wind drop though scari
1102,0,black shirt n blue jean thk c ì_
1103,0,aiyah sorri lor watch tv watch forgot 2 check phone
1104,1,messag import inform o2 user today lucki day 2 find log onto http www urawinn com fantast surpris await
1105,0,hen night go swing
1106,0,good afternoon love goe day woke earli onlin wait hmmm italian boy onlin see grin
1107,0,someon smoke everi time smoke last two week call text want smoke
1108,0,get headach tri figur u trust math promis
1109,0,first time dhoni rock
1110,0,ok ill tell compani
1111,0,awesom think get 8th usf time tonight
1112,0,mean still think teju
1113,0,good movi ok leav hourish
1114,0,kalli home ground amla home town durban
1115,0,let make saturday monday per conveni
1116,0,hey time drive fri go evalu fri
1117,1,449050000301 å 2 000 price claim call 09050000301
1118,0,go 4 lunch wif famili aft dat go str 2 orchard lor
1119,1,bore speed date tri speedchat txt speedchat 80155 like em txt swap get new chatter chat80155 pobox36504w45wq 150p msg rcd 16
1120,0,cancel cheyyamo get money back
1121,1,want 750 anytim network min 150 text new video phone five pound per week call 08000776320 repli deliveri tomorrow
1122,0,ok ok ok what ur today plan
1123,0,good morn princess
1124,0,aiyar sorri lor forgot 2 tell u
1125,1,take part mobil survey yesterday 500 text 2 use howev wish 2 get txt send txt 80160 c www txt43 com 1 50p
1126,0,tonight mate catch sleep new number way
1127,0,height oh shit situat guy throw luv letter gal fall brother head who gay
1128,1,ur hmv quiz cash balanc current å 500 maxim ur cash send hmv1 86688 150p msg
1129,0,check error difficulti correct
1130,0,howz pain hope u r fine
1134,0,u wake alreadi thanx 4 e tau sar piah quit nice
1135,0,k need login anyth
1136,1,dont forget place mani free request 1stchoic co uk wish inform call 08707808226
1137,0,lol busi
1138,0,u wear
1140,0,oh usual vijay film differ
1141,1,know u u know send chat 86688 let find 150p msg rcvd hg suite342 2land row w1j6hl ldn 18 year
1142,0,good day mine realli busi much tomorrow night
1143,0,way send shade stuff wonder
1144,0,realli tot ur paper end long ago wat u copi ju got use u happi lar still haf 2 studi
1145,1,thank winner notifi sm good luck futur market repli stop 84122 custom servic 08450542832
1146,0,babe lost
1147,0,ok help ask work tmr
1148,0,drive rain get caught e mrt station lor
1149,0,drop tank
1150,0,said text one time
1152,0,ok go chang also
1153,1,1000 girl mani local 2 u r virgin 2 r readi 2 4fil ur everi sexual need u 4fil text cute 69911 å 1 50p
1154,0,u find sitter kaitlyn sick slept day yesterday
1155,0,sorri man accident left phone silent last night check til got
1156,0,hey someth came last min think wun sign tmr hee
1157,0,adult would learn experi real danger dont like peep use drug dont need comment
1158,0,hey veggi pizza
1159,0,yun buy school got offer 2000 plu
1160,0,sure neighbor didnt pick
1161,0,k sent
1164,0,well im computerless time make oreo truffl
1165,0,haha yeah see sec
1166,0,number sir
1167,0,lol hot air balloon
1168,0,ok bu come soon come otherwis tomorrow
1169,0,msg r time pass silent say think u right also make u think least 4 moment gd nt swt drm shesil
1170,0,yeah probabl swing roommat finish girl
1171,1,got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack lucozad co uk wrc itcould u
1172,0,happi new year melodi
1173,0,ìï dun need pick ur gf
1174,0,yay better told 5 girl either
1175,0,horribl u eat mac eat u forgot abt alreadi rite u take long 2 repli thk toot b4 b prepar wat shall eat
1176,0,say fantast chanc anyth need bigger life lift lose 2 live think would first person 2 die n v q
1177,0,nw came hme da
1178,0,outsid island head toward hard rock run
1179,0,day class class
1180,0,chennai velacheri
1181,0,flippin shit yet
1182,0,k give sec break lt gt cstore
1183,0,much bad avoid like
1184,0,yo around got car back
1185,0,annoy
1186,0,goodmorn today late lt gt min
1187,0,point hangin mr right makin u happi
1188,0,come aliv better correct good look figur
1189,0,case guess see campu lodg
1190,0,done
1191,0,come home one last time wont anyth trust
1192,0,night worri appt shame miss girl night quizz popcorn hair
1193,1,sex ur mobil free sexi pic jordan text babe 88600 everi wk get sexi celeb pocketbab co uk 4 pic 16 å 3 wk 087016248
1194,0,ok c ya
1195,1,1 new voicemail pleas call 08719181503
1196,0,said matter mind say matter
1198,0,al moan n e thin goe wrong fault al de argument r fault fed himso bother hav 2go thanx xx
1199,0,neft transact refer number lt gt rs lt decim gt credit beneficiari account lt gt lt time gt lt gt
1200,0,otherwis part time job na tuition
1201,0,know call
1202,0,also da feel yesterday night wait til 2day night dear
1203,0,thank understand tri tell sura
1204,1,win year suppli cd 4 store ur choic worth å 500 enter å 100 weekli draw txt music 87066 ts cs www ldew com subs16 1win150ppmx3
1205,0,whole car appreci last two dad map read semi argument apart thing go ok p
1206,1,sim subscrib select receiv bonu get deliv door txt word ok 88600 claim 150p msg exp 30apr
1207,0,need strong arm
1208,0,also maaaan miss
1209,0,bday real april
1210,0,guessin gon na 9
1211,0,ok come ur home half hour
1212,0,yo game almost want go walmart soon
1213,0,yeah probabl sure ilol let u know person wuldnt bother ur goin mite well
1214,0,text creepi like think forgot
1215,0,would good û_ phone tomo lunchtim shall organis someth
1216,1,1 new voicemail pleas call 08719181513
1217,0,damn make tonight want wait til tomorrow
1218,0,k k also fine complet cours
1219,0,true passabl get high score appli phd get 5year salari make life easier
1220,1,1 nokia tone 4 ur mob everi week txt nok 87021 1st tone free get txtin tell ur friend 150p tone 16 repli hl 4info
1221,0,prakesh know
1222,0,teach app da come colleg
1223,0,rofl betta invest anti age product
1225,0,sir receiv account anoth 1hr time sorri delay
1226,1,repli name address receiv post week complet free accommod variou global locat www phb1 com ph 08700435505150p
1227,0,ì_ submit da project tmr rite
1228,1,free entri å 250 weekli comp send word enter 84128 18 c www textcomp com cust care 08712405020
1229,0,ju an lar u noe later
1230,0,want send someth sell fast lt gt k easi money
1231,0,got thing may pub later
1232,0,1 finish meet call
1233,0,lol ok snatch purs
1234,0,hello drivbi 0quit edrunk sorri iff pthi make senrd dnot dancc 2 drum n basq ihav fun 2nhite x ro xxxxxxx
1236,0,much get
1237,0,ur paper e morn aft tmr
1238,0,dear reliev westonzoyland go plan end
1239,0,hope great new semest wish best made great
1240,0,oh ye speak txt 2 u hmm u get email
1241,0,want show world princess europ
1242,0,nobodi decid eat dad want chines
1243,0,shoot doc wait room
1244,0,go 4 dinner soon
1245,0,hello site download song urgent pl
1246,0,know u mean king havin credit goin2b night night sweet only1mor sleep
1247,0,horribl gal sch stuff come u got mc
1248,0,hi hun im comin 2nite tell every1 im sorri 4 hope u ava goodtim oli rang melnit ifink mite b sort il explain everythin mon l8r x
1251,1,pleas call 08712402779 immedi urgent messag wait
1252,0,yeah like goe like friend imma flip shit like half hour
1253,0,mum say wan go go shun bian watch da glass exhibit
1254,0,plan pongal
1255,0,wait till end march el nino get oh
1256,0,yet chikku go room nw bu
1257,0,also cbe pay
1258,0,honey boo miss u
1259,0,sent jd custom servic cum account execut ur mail id detail contact us
1260,0,yo parent gettin cash good news pick downstem
1261,0,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy
1262,1,hungri gay guy feel hungri 4 call 08718730555 10p min stop text call 08712460324 10p min
1263,0,ok wahala rememb friend need
1264,0,see half hour
1265,0,im inperialmus listening2th weirdest track ever byåóleafcutt johnåó sound like insect molest someon plumb remix evil men acid
1266,0,hey sorri didntgiv ya bellearli hunni
1267,0,serious tell exact word right
1268,1,u get 2 phone wan na chat 2 set meet call 09096102316 u cum 2moro luv jane xx callså 1 minmoremobsemspobox45po139wa
1269,0,tee hee lectur cheeri bye bye
1270,0,sorri chikku cell got problem tht nt abl repli u msg u
1271,0,still havent collect dough pl let know go place sent get control number
1272,0,ok
1273,1,network oper servic free c visit 80488 biz
1274,0,let know contact settl room let know ok
1275,0,wot u 2 u weirdo
1276,0,lor
1277,0,dont put phone silent mode ok
1278,0,meet ì_ 5 4 depend ì_ wan 2 lor
1279,0,wait 4 tv show 2 start lor u leh still busi ur report
1280,0,oh ho first time u use type word
1281,0,one stalk profil
1282,0,ever green quot ever told jerri cartoon person irrit u alway one love u vri much fail express gud nyt
1283,0,ye thought thank
1284,0,drinkin ok
1285,0,wonder other took
1286,0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
1287,0,dog must alway wait till end day word run time cell alreadi
1288,0,happi new year u
1289,0,hey great deal farm tour 9am 5pm 95 pax 50 deposit 16 may
1290,0,eat jap done oso aft ur lect wat ìï got lect 12 rite
1291,0,hey babe saw came onlin second disappear happen
1292,0,da birthdat certif april real date today dont publish shall give special treat keep secret way thank wish
1293,0,happi birthday may ur dream come true
1294,0,aiyah u ok alreadi lar e nydc wheellock
1295,0,tell said eat shit
1296,0,sure drive reach destin soon
1297,0,k much 8th fifti
1298,0,daili text ûò favour time
1299,0,great hear settl well happenin wit ola
1300,0,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one
1301,0,tot u reach liao said shirt
1302,0,fran decid 2 go n e way im complet broke knacker got bout 3 c u 2mrw love janx p dad fone credit
1304,0,right make appoint right
1305,0,design softwar develop may get chennai
1306,1,enjoy jamster videosound gold club credit 2 new videosound 2 logo musicnew get fun jamster co uk 16 help call 09701213186
1307,1,get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 www rington co uk origin n best tone 3gbp network oper rate appli
1308,0,jokin oni lar ìï busi wun disturb ì_
1309,0,ok care text drive
1310,0,alway even spirit get bb soon tri sure need
1311,0,u r much close heart u go away shatter plz stay
1312,0,love u 2 babe r u sure everyth alrit idiot txt bak girli
1313,0,abt make pic bigger
1314,0,got got 2 colour lor one colour quit light n e darker lor actual done style hair
1315,0,whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wan na say ju walk wid littl amp promis bring back ur smile
1316,0,noth ok anyway give treat
1317,1,win newest ûïharri potter order phoenix book 5 repli harri answer 5 question chanc first among reader
1319,0,correct work today
1320,0,sent scream moan bed princess
1321,0,wake long ago alreadi dunno thing
1322,0,oh get even u u
1323,0,thk 50 shd ok said plu minu 10 ì_ leav line paragraph
1324,0,call plz number show coveragd area urgnt call vasai amp reach 4 clock call plz
1325,0,yeah jay sort fuck retard
1326,0,sorri bathroom sup
1327,1,ur balanc å 500 ur next question sang uptown girl 80 2 answer txt ur answer 83600 good luck
1328,0,exam februari 4 wish great day
1329,0,dont know come ask question like dont mistak
1330,0,aight rush ask jay
1331,0,good morn plz call sir
1332,0,ok lar u sleep earli nite
1333,0,oh icic k lor den meet day
1334,0,oh half hour much longer syria canada eh wow must get much work done day us extra time grin
1335,0,sometim put wall around heart safe get hurt find care enough break wall amp get closer goodnoon
1336,0,sweet may may go 4u meet carlo gaug patti interest
1337,0,buy today ìï need c meh
1338,0,aight sorri take ten year shower plan
1339,0,everi monday nxt week vl complet
1340,0,might ax well im
1341,0,chill anoth 6hr could sleep pain surgic emerg see unfold okay
1342,0,yeah tri scroung someth
1343,0,crazi ar marri ìï like gd look guy fren like say korean leona fave dun thk aft think mayb prob go
1344,0,somewher fredericksburg
1345,0,que pase un buen tiempo someth like
1346,0,ok stay night xavier sleep bag get tire
1347,0,doesnt need test
1348,0,noth much chillin home super bowl plan
1349,1,free2day sexi st georg day pic jordan txt pic 89080 dont miss everi wk sauci celeb 4 pic c pocketbab co uk 0870241182716 å 3 wk
1350,0,bugi oso near wat
1351,0,yo there class tmrw right
1352,0,let ur heart ur compass ur mind ur map ur soul ur guid u never loos world gnun sent via way2sm com
1353,0,goodnight sleep well da pleas take care pa pleas
1354,0,baaaaab misss youuuuu go teach class 5
1356,0,u ned convinc tht possibl witot hurt feel main
1357,0,good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi
1358,0,start send blackberri torch nigeria find buyer like 4a month tell dad buy bb anyon oh
1359,0,lt gt pple marri lover becz hav gud undrstndng dat avoid problem sent di 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnd lt gt min whn u read
1360,0,yo dude guess got arrest day
1361,0,shuhui say chang 2 suntec steamboat u noe r u
1362,0,danc river
1363,0,yetund sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng
1364,0,hey realli pretti late want go lesson first join reach tp mrt
1365,1,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k
1366,0,bbq sat mine 6ish ur welcom 2 come
1367,0,know thing wrong everyso often panick start goin bout bein good enough û_
1368,0,alright good night
1369,0,tri make anoth butt
1370,0,hope feel great pl fill abiola
1371,0,though shd go n fun bar town someth ûò sound ok
1372,0,1 go write msg 2 put dictionari mode 3 cover screen hand 4 press lt gt 5 gentli remov ur hand interest
1373,1,bear pic nick tom pete dick fact type tri gay chat photo upload call 08718730666 10p min 2 stop text call 08712460324
1374,1,500 new mobil 2004 must go txt nokia 89545 collect today å 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction
1375,0,final readi fyi
1376,0,aunti huai juan never pick phone
1377,1,doubl min doubl txt 1 2 price linerent latest orang bluetooth mobil call mobileupd8 latest offer 08000839402 call2optout lf56
1378,0,ya tel wat ur problem
1380,0,dnt wnt tlk wid u
1381,0,spend day wait ideal path appear front us forget path made walk wait goodnight
1382,0,ok arm feel weak cuz got shot go anoth time
1383,0,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see net ticket avail want book ticket tackl
1384,0,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one 4get name person
1385,0,ok pop ask bout someth said around tonght wen girl come
1386,0,e best 4 ur exam later
1387,0,hope ur head hurt 2 much plough way pile iron stay chinki tonight come round like
1388,0,oh k think wi nz player unsold
1389,0,haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight
1390,0,wonder got onlin love gone net cafe get phone recharg friend net think boytoy
1391,0,haha kid papa need drug
1392,0,thk shld b ya wana go 4 lesson haha go one whole stretch
1393,0,oh ok
1394,0,r still meet 4 dinner tonight
1395,0,that cool gentleman treat digniti respect
1396,0,shall start hear
1397,0,wait 4 u lor need 2 feel bad lar
1398,0,check got detail messag
1399,0,regist sinco paye log icicibank com enter urn lt gt confirm bewar fraud share disclos urn anyon
1400,0,decid peopl care stuff vote care stuff loser
1401,0,kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u
1403,0,cool fun practic make babi
1404,0,actual get readi leav hous
1405,0,k k special today
1406,1,urgent import inform o2 user today lucki day 2 find log onto http www urawinn com fantast surpris await
1407,0,got ta
1408,0,got ten buck jay noncomitt
1409,0,hungri
1410,0,pl speak custom machan
1411,0,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream
1413,1,dear u invit xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342 2land row w1j6hl ldn 18 yr
1414,0,wat ur opinion abt abt charact
1415,0,jay snicker tell x total fuck chord speak
1416,0,hour went hair cut
1417,0,wonder co dun rem see silver car thk saw black one
1418,0,lmao take pic send
1419,0,speak feel word better silenc gud mrng
1420,0,current scotland
1421,0,work week
1422,1,congratul ur award either å 500 cd gift voucher free entri 2 å 100 weekli draw txt music 87066 tnc www ldew com 1 win150ppmx3age16
1423,0,lol great im get hungri
1424,0,ye saw messag
1425,0,mu like lt gt second
1427,0,thing r good thanx got exam march ive done revis fran still boyf ive got ta interviw 4 exet bit worri x
1428,0,tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari
1429,1,sale arsen dartboard good condit doubl trebl
1430,0,look back build coat want get sick hurri home wear coat gym
1431,0,pain person thought alway tri keep everybodi happi time nobodi recognis alon
1432,0,thank love wish rock
1433,0,intrepid duo great time see soon
1434,0,ask sen come chennai search job
1435,0,dad went oredi
1436,0,ju hope true missin co realli missin done anyth feel guilti yet
1437,0,wat late still earli mah juz go 4 dinner lor aiya dunno
1438,0,arm fine cardiff uni
1439,0,fact leav think addi goe back school tue wed
1440,0,cool breez bright sun fresh flower twitter bird wait wish u goodmorn amp nice day
1441,0,ya go restaur
1442,0,ok askd u knw tht
1443,1,free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod å 250 cash everi wk txt pod 84128 ts cs www textpod net custcar 08712405020
1444,0,duck chinchilla
1445,0,marriag function
1446,0,look like u wil b get headstart im leav bout 2 30ish u r desper compani could head earlier goin meet rummer
1447,0,û give fli monkey wot think certainli û mind friend mine
1448,1,regist optin subscrib ur draw 4 å 100 gift voucher enter receipt correct an 80062 what no1 bbc chart
1449,0,say thanks2
1450,0,msg rajini come
1451,0,ya ì_ take ure practic lesson start june
1452,0,good need drug
1453,0,stupid possibl
1454,0,ì_ decid faster co si go home liao
1455,1,summer final fanci chat flirt sexi singl yr area get match repli summer free 2 join optout txt stop help08714742804
1456,0,u sleep go take haha got spi wat onlin check n repli mail lor
1457,1,clair havin borin time alon u wan na cum 2nite chat 09099725823 hope 2 c u luv clair xx callså 1 minmoremobsemspobox45po139wa
1459,1,bought one rington get text cost 3 pound offer tone etc
1460,0,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriag program edha lyf nt yet ovr chikku ali vargu lyfu meow meow
1461,0,kinda first one get twelv aah speak tomo
1462,1,09066362231 urgent mobil 07xxxxxxxxx å 2 000 bonu caller prize 02 06 03 2nd attempt reach call 09066362231 asap
1463,0,ok good later come find ì_ c lucki told ì_ go earlier later pple take finish ì_
1464,0,wat make u thk fall actual thk quit prone 2 fall lucki dad home ask come n fetch alreadi
1465,1,07801543489 guarante latest nokia phone 40gb ipod mp3 player å 500 prize txt word collect 83355 tc llc ny usa 150p mt msgrcvd18
1467,0,wont touch permiss
1468,1,hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg 2day 09099726395 luci x callså 1 minmobsmorelkpobox177hp51fl
1469,0,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear
1470,0,take small dose tablet fever
1471,0,oh u must taken real valentin shop first
1472,0,sent email ûò address incomm right
1473,0,gon na blake night might abl get littl earli
1474,0,friendship game play word say start march end may tomorrow yesterday today e
1475,0,nice wait text right gon na pay ticket ya know
1476,0,watch lotr w si di aft u wan 2 meet 4 dinner nite
1477,0,keep away like
1478,0,think far find check googl map place dorm
1479,0,trip ok quit tire lor uni start today ok 4 co take modul ju concentr final yr project
1480,0,alway say welp
1481,0,guy browsin compulsori
1483,0,puriti friendship two smile read forward messag smile see name gud evng musthu
1485,0,add realli care least get dude fuck hey money want
1486,0,hello lover goe new job happi think wake slave send teas kiss across sea
1487,0,told number gautham
1488,0,tell need investig anywher
1489,0,ok juz receiv
1490,0,cant believ said mani thing morn realli want say good morn love beauti morn see librari later
1491,1,account credit 500 free text messag activ txt word credit 80488 cs www 80488 biz
1492,0,end might still vomit okay everyth come
1493,0,money money aint thing sha
1494,0,everyth weather keep extra warm cold noth seriou pl lot vitamin c
1495,0,hey gal anyon u go e drive centr tmr
1496,0,alway yahoo messeng send messag get may send mobil mode sha get repli
1497,0,put readi lt time gt
1498,0,time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon
1499,1,sm ac jsco energi high u may know 2channel 2day ur leadership skill r strong psychic repli an w question end repli end jsco
1500,0,host base idp linux system
1501,1,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
1502,0,da what plan
1503,0,ill lt gt ok
1504,0,oh god almost home
1505,0,total video convert free download type googl search
1506,1,thank vote sing along star karaok mobil free link repli sing
1508,0,sound like someth someon test would sayi
1509,0,u love someon dont make love u much u love much dont want love anyon except gud nit
1510,0,pete phone still jenni colleg leann
1511,0,oop sorri check mind pick tomo half eight station would ok
1512,0,hey sweet wonder moment might come want send file someon go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss
1513,0,how champ leav glasgow
1514,0,k best congrat
1515,0,wonder get text
1516,0,need come home give good lovin
1517,1,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist
1518,0,shall ask one thing dont mistak
1519,0,check wid corect spele e sarcasm
1520,1,urgent mobil award å 2 000 bonu caller prize 1 08 03 2nd attempt contact call 0871 4719 523 box95qu bt nation rate
1521,0,angri happen dear
1522,0,thk u dun haf 2 hint e forum alreadi lor co told ron n darren go 2 tell shuhui
1523,0,yup ok thanx
1524,0,hi ct employe
1525,0,pl pl find aunt nike
1526,0,wow love sooo much know bare stand wonder day goe well love think miss
1527,0,scream mean shout
1528,0,hey happen de alright
1529,0,pick receipt someth earlier
1530,0,think chennai well settl
1531,0,oh dang mean send lol
1532,0,unfortun found pick sister airport even think go tri go one th
1533,0,horribl bf v hungri
1534,0,rememb day
1535,1,nokia 7250i get win free auction take part send nokia 86021 hg suite342 2land row w1jhl 16
1536,0,feel mr real valentin yo valentin even tho u hardli play
1537,0,sound good finger make difficult type
1538,0,midnight earliest
1539,0,sure tri make xavier smoke want smoke told smoke much
1540,0,k come nordstrom done
1541,0,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleep sweet dream
1542,0,press confer da
1543,1,hello orang 1 month free access game news sport plu 10 free text 20 photo messag repli ye term appli www orang co uk ow
1544,0,complet degre use join financ
1545,0,good afternoon love job prospect miss lazi bleak hmmm happi fill love
1546,0,shant disturb u anymor jia
1547,0,bishan lar nearer need buy earli co buy got ta park car
1548,0,dont know oh
1549,0,dude sux snake got old raiden got buff
1550,0,say hi get ass back south tampa prefer kegger
1551,0,e msg ju u said thank gift
1552,0,u
1553,0,ok dear call chechi
1554,0,yeah tote u wan na
1555,0,ok found di pierr cardin one look normal cost 20 sale
1556,0,good sleep rhythm person establish rhythm bodi learn use want know
1557,0,wat r u
1558,0,messag truro hospit ext phone phone side
1559,0,singl line big mean miss anyth 4 ur best life
1560,0,got ga money chanc gang want go grand natur adventur
1561,0,dnt worri use ice piec cloth pack also take 2 tablet
1562,0,dude saw park car sunroof pop sux
1563,0,get readi put excel sub face
1564,0,tmrw im finish 9 door
1565,0,lt gt g saw day ago guy want sell wifi lt gt 3g lt gt blank
1566,0,late
1567,0,whatev im pretti piss
1569,0,dont much imag class
1570,0,got rumour go buy apart chennai
1571,0,near kalainar tv offic thenampet
1572,1,ur cash balanc current 500 pound maxim ur cash send go 86688 150p msg cc 08718720201 hg suite342 2land row w1j6hl
1573,1,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hg suite342 2land row w1j6hl
1574,0,si catch e show e afternoon watch w c u wan 2 watch today tmr lor
1575,0,sound gd haha wah u yan jiu fast liao
1576,0,nosi guess idk react freak
1577,0,rememb hurt day satan impost need pay price may destini keep go u said pray get mind get
1578,0,make girl happi difficult make girl happi u need 1 friend 2 companion 3 lover 4 chef lt gt good listen lt gt organ lt gt good boyfriend lt gt clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga venaam
1579,0,princess bet brotha chase
1580,0,shall book chez jule half eight ok
1581,0,hhahhaahahah rofl wtf nig leonardo room someth
1582,0,yep derek hous see sunday lt 3
1583,0,cool let know kick around lt gt day
1585,0,wonder would okay call uncl john let know thing nigeria r lt gt dollar 2year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like
1586,0,charg transfer charg withdraw anyhow like
1587,0,dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
1588,0,4 let go bill miller
1589,0,love set soul fire spark flame big rawr flame xoxo
1590,0,somewhr someon sure made 4 u god decid perfect time make u meet dat person till den enjoy ur crush
1591,0,honeymoon outfit
1592,0,help propos go back tomorrow
1593,1,privat 2003 account statement show 800 un redeem point call 08719899230 identifi code 41685 expir 07 11 04
1594,0,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn
1595,0,pl confirm time collect chequ
1596,1,regist subscrib yr draw 4 å 100 gift voucher b enter receipt correct an next olymp txt an 80062
